,Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout,
3745,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Arbab Inayatullah Ghulam Rahim,Independent,7198,169915,10549,179102,299736,59.75 %,
3746,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Asif Raza QaimKhani,Independent,16,169915,10549,179102,299736,59.75 %,
3747,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Choudhry Muhammad Tarique,Pakistan Muslim League (N),3515,169915,10549,179102,299736,59.75 %,
3748,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Ghulam Murtaza Khaskheli,Independent,316,169915,10549,179102,299736,59.75 %,
3749,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Haji Ghulam Qadir Noohani,Jamiat Ulama-e-Islam (F),198,169915,10549,179102,299736,59.75 %,
3750,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Mangan Khan,Independent,1879,169915,10549,179102,299736,59.75 %,
3751,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Mir Akbar Ali Khan Talpur,Independent,8,169915,10549,179102,299736,59.75 %,
3752,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Mir Bahram Khan Talpur,Independent,30,169915,10549,179102,299736,59.75 %,
3753,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Mir Ishaque alias Babu Talpur,Independent,20,169915,10549,179102,299736,59.75 %,
3754,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Mir Munawar Ali Talpur,Pakistan Peoples Party Parliamentarians,113218,169915,10549,179102,299736,59.75 %,
3755,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Mir Waqar Ahmed Khan Talpur,Independent,20,169915,10549,179102,299736,59.75 %,
3756,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Mir Zulfiqar Ali Talpur,Independent,97,169915,10549,179102,299736,59.75 %,
3757,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Muhammad Shafique,Muttahida Qaumi Movement Pakistan,3556,169915,10549,179102,299736,59.75 %,
3758,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Muhammad Tahir,Jamaat-e-Islami Pakistan,204,169915,10549,179102,299736,59.75 %,
3759,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Muhammad Yousuf QaimKhani,Independent,102,169915,10549,179102,299736,59.75 %,
3760,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Nawab Abdul Khafid alais khuram Talpur,Independent,2285,169915,10549,179102,299736,59.75 %,
3761,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Noor Ahmed Bhurgari,Independent,36,169915,10549,179102,299736,59.75 %,
3762,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Qadir Bux Bhurgari,Independent,93,169915,10549,179102,299736,59.75 %,
3763,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Sardar Ghulam Mustafa Khaskheli,All Pakistan Muslim League,410,169915,10549,179102,299736,59.75 %,
3764,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Shiyam Sundar Advocate,Pakistan Peoples Party (Shaheed Bhutto),376,169915,10549,179102,299736,59.75 %,
3765,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Syed Basheer Ahmed Shah Naqvi,Majlis-e-Wahdat-e-Muslimeen Pakistan,192,169915,10549,179102,299736,59.75 %,
3766,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Syed Inayat Ali Shah,Pakistan Muslim League (F),33723,169915,10549,179102,299736,59.75 %,
3767,MIRPURKHAS-CUM-UMERKOT (II,NA-227,Zia ul Haq,Independent,2409,169915,10549,179102,299736,59.75 %,
3768,UMERKOT(OLD MIRPURKHAS-III,NA-228,Amanullah Khan,Pakistan Peoples Party (Shaheed Bhutto),619,196523,9905,203122,295065,68.84 %,
3769,UMERKOT(OLD MIRPURKHAS-III,NA-228,Arbab Taj Muhammad,Independent,63,196523,9905,203122,295065,68.84 %,
3770,UMERKOT(OLD MIRPURKHAS-III,NA-228,Kishan Chand Parwani,Independent,1063,196523,9905,203122,295065,68.84 %,
3771,UMERKOT(OLD MIRPURKHAS-III,NA-228,Kousar Parveen,Independent,150,196523,9905,203122,295065,68.84 %,
3772,UMERKOT(OLD MIRPURKHAS-III,NA-228,Luqman,Independent,101,196523,9905,203122,295065,68.84 %,
3773,UMERKOT(OLD MIRPURKHAS-III,NA-228,Makhdoom Shah Mehmood Hussain Qureshi,Pakistan Tehreek-e-Insaf,86134,196523,9905,203122,295065,68.84 %,
3774,UMERKOT(OLD MIRPURKHAS-III,NA-228,Mir Muzzaffar Talpur,Independent,72,196523,9905,203122,295065,68.84 %,
3775,UMERKOT(OLD MIRPURKHAS-III,NA-228,Nawab Muhammad Yousif Talpur,Pakistan Peoples Party Parliamentarians,99700,196523,9905,203122,295065,68.84 %,
3776,UMERKOT(OLD MIRPURKHAS-III,NA-228,Noor Muhammad,Jamiat Ulama-e-Islam (F),2778,196523,9905,203122,295065,68.84 %,
3777,UMERKOT(OLD MIRPURKHAS-III,NA-228,Pir Ghulam Dastgeer Shah Jeelani,Independent,61,196523,9905,203122,295065,68.84 %,
3778,UMERKOT(OLD MIRPURKHAS-III,NA-228,Shaikh Nabi Bux,Independent,667,196523,9905,203122,295065,68.84 %,
3779,UMERKOT(OLD MIRPURKHAS-III,NA-228,Suheno,Muttahida Qaumi Movement Pakistan,4920,196523,9905,203122,295065,68.84 %,
3780,UMERKOT(OLD MIRPURKHAS-III,NA-228,Suresh Kumar,Independent,124,196523,9905,203122,295065,68.84 %,
3781,UMERKOT(OLD MIRPURKHAS-III,NA-228,Syed Ali Mardan Shah,Independent,71,196523,9905,203122,295065,68.84 %,
3782,THARPARKAR-I,NA-229,Arbab Faisal Razzak,Independent,206,178509,8640,187149,268217,69.77 %,
3783,THARPARKAR-I,NA-229,Arbab Ghulam Rahim,Independent,104,178509,8640,187149,268217,69.77 %,
3784,THARPARKAR-I,NA-229,Arbab Naimatullah,Independent,148,178509,8640,187149,268217,69.77 %,
3785,THARPARKAR-I,NA-229,Arbab Togachi Fawad Razzak,Independent,86097,178509,8640,187149,268217,69.77 %,
3786,THARPARKAR-I,NA-229,Engineer Gianchand,Independent,0,178509,8640,187149,268217,69.77 %,
3787,THARPARKAR-I,NA-229,Faqir Sher Muhammad Bilalani,Pakistan Peoples Party Parliamentarians,88218,178509,8640,187149,268217,69.77 %,
3788,THARPARKAR-I,NA-229,Gomoon Mal,Sindh Taraqi Passand Party (STP),743,178509,8640,187149,268217,69.77 %,
3789,THARPARKAR-I,NA-229,Hajiani,Qomi Awami Tehreek,1099,178509,8640,187149,268217,69.77 %,
3790,THARPARKAR-I,NA-229,Hemoon,Independent,628,178509,8640,187149,268217,69.77 %,
3791,THARPARKAR-I,NA-229,Juman Lund,Independent,0,178509,8640,187149,268217,69.77 %,
3792,THARPARKAR-I,NA-229,Mahesh Kumar Malani,Independent,85,178509,8640,187149,268217,69.77 %,
3793,THARPARKAR-I,NA-229,Mangharam,Muttahida Qaumi Movement Pakistan,534,178509,8640,187149,268217,69.77 %,
3794,THARPARKAR-I,NA-229,Manoj Kumar Malani,Independent,647,178509,8640,187149,268217,69.77 %,
3795,THARPARKAR-I,NA-229,Muhammad Mean,Independent,0,178509,8640,187149,268217,69.77 %,
3796,THARPARKAR-II,NA-230,Arbab Anwar Jabbar,Independent,1196,129293,8990,138283,203512,67.94 %,
3797,THARPARKAR-II,NA-230,Dilawar Khan Malkani,Independent,13,129293,8990,138283,203512,67.94 %,
3798,THARPARKAR-II,NA-230,Dr. Ghulam Hyder Samejo,Independent,247,129293,8990,138283,203512,67.94 %,
3799,THARPARKAR-II,NA-230,Dr. Mohan Lal,Independent,61,129293,8990,138283,203512,67.94 %,
3800,THARPARKAR-II,NA-230,Dr. Noor Muhammad Samejo,Independent,56,129293,8990,138283,203512,67.94 %,
3801,THARPARKAR-II,NA-230,Hemoon,Independent,4815,129293,8990,138283,203512,67.94 %,
3802,THARPARKAR-II,NA-230,Makhdoom Shah Mehmood  Qureshi,Pakistan Tehreek-e-Insaf,59852,129293,8990,138283,203512,67.94 %,
3803,THARPARKAR-II,NA-230,Pir Ghulam Dastgeer shah Jeelani,Independent,46,129293,8990,138283,203512,67.94 %,
3804,THARPARKAR-II,NA-230,Pir Noor Muhammad Shah jeelani,Pakistan Peoples Party Parliamentarians,61903,129293,8990,138283,203512,67.94 %,
3805,THARPARKAR-II,NA-230,Sharif Rattan,Independent,761,129293,8990,138283,203512,67.94 %,
3806,THARPARKAR-II,NA-230,Sher Muhammad Nohri,Muttahida Qaumi Movement Pakistan,318,129293,8990,138283,203512,67.94 %,
3807,THARPARKAR-II,NA-230,Zulifqar Ali Samejo,Independent,25,129293,8990,138283,203512,67.94 %,
3808,JAMSHORO(OLD DADU-I,NA-231,Abdul Hameed,Independent,124,202331,7694,207650,369425,56.21 %,
3809,JAMSHORO(OLD DADU-I,NA-231,Chetan Mal Arwani,Independent,120,202331,7694,207650,369425,56.21 %,
3810,JAMSHORO(OLD DADU-I,NA-231,Gul Mohammad Brohi,Independent,179,202331,7694,207650,369425,56.21 %,
3811,JAMSHORO(OLD DADU-I,NA-231,Malik Asad Sikandar,Pakistan Peoples Party Parliamentarians,129500,202331,7694,207650,369425,56.21 %,
3812,JAMSHORO(OLD DADU-I,NA-231,Mohammad Javed,Independent,2844,202331,7694,207650,369425,56.21 %,
3813,JAMSHORO(OLD DADU-I,NA-231,Mohammad Sulleman,Pakistan Peoples Party (Shaheed Bhutto),910,202331,7694,207650,369425,56.21 %,
3814,JAMSHORO(OLD DADU-I,NA-231,Mohammad Tayyab,MUTAHIDA DEENI MAHAZ,1823,202331,7694,207650,369425,56.21 %,
3815,JAMSHORO(OLD DADU-I,NA-231,Pehlaj Rai,Independent,351,202331,7694,207650,369425,56.21 %,
3816,JAMSHORO(OLD DADU-I,NA-231,Pir Zaman Shah,Muttahida Qaumi Movement Pakistan,6378,202331,7694,207650,369425,56.21 %,
3817,JAMSHORO(OLD DADU-I,NA-231,Roshan Ali Buriro,Independent,650,202331,7694,207650,369425,56.21 %,
3818,JAMSHORO(OLD DADU-I,NA-231,Sikandar Ali,Independent,327,202331,7694,207650,369425,56.21 %,
3819,JAMSHORO(OLD DADU-I,NA-231,Sikiladho Khoso,Independent,230,202331,7694,207650,369425,56.21 %,
3820,JAMSHORO(OLD DADU-I,NA-231,Sohail Ahmed Shoro,Independent,30,202331,7694,207650,369425,56.21 %,
3821,JAMSHORO(OLD DADU-I,NA-231,Syed Asif Ali Shah,Independent,106,202331,7694,207650,369425,56.21 %,
3822,JAMSHORO(OLD DADU-I,NA-231,Syed Jalal Mehmood Shah,Sindh United Party,58528,202331,7694,207650,369425,56.21 %,
3823,DADU-I (OLD DADU-II,NA-232,Ali Anwar Panhwer,Independent,150,156331,6685,162888,299644,54.36 %,
3824,DADU-I (OLD DADU-II,NA-232,Ashfaque Hussain,Independent,73,156331,6685,162888,299644,54.36 %,
3825,DADU-I (OLD DADU-II,NA-232,Chakar Khan Shahani,Pakistan Muslim League (F),13665,156331,6685,162888,299644,54.36 %,
3826,DADU-I (OLD DADU-II,NA-232,Dilshad Ali Bhutto,Independent,298,156331,6685,162888,299644,54.36 %,
3827,DADU-I (OLD DADU-II,NA-232,Junaid Ahmed Samejo,Muttahida Qaumi Movement Pakistan,444,156331,6685,162888,299644,54.36 %,
3828,DADU-I (OLD DADU-II,NA-232,Karim Ali Jatoi,Pakistan Muslim League (N),56838,156331,6685,162888,299644,54.36 %,
3829,DADU-I (OLD DADU-II,NA-232,Moula Bux Lund,Independent,53,156331,6685,162888,299644,54.36 %,
3830,DADU-I (OLD DADU-II,NA-232,Muhammad Ameen Khan Jamali,Independent,220,156331,6685,162888,299644,54.36 %,
3831,DADU-I (OLD DADU-II,NA-232,Muhammad Channa,Sindh United Party,247,156331,6685,162888,299644,54.36 %,
3832,DADU-I (OLD DADU-II,NA-232,Muhammad Pervaiz Bhurt,Independent,5465,156331,6685,162888,299644,54.36 %,
3833,DADU-I (OLD DADU-II,NA-232,Mumtaz Ali Leghari,Independent,500,156331,6685,162888,299644,54.36 %,
3834,DADU-I (OLD DADU-II,NA-232,Rafique Ahmed Jamali,Pakistan Peoples Party Parliamentarians,76876,156331,6685,162888,299644,54.36 %,
3835,DADU-I (OLD DADU-II,NA-232,Rizwan Ali Shah,Independent,391,156331,6685,162888,299644,54.36 %,
3836,DADU-I (OLD DADU-II,NA-232,Sardar Manzoor Ali Khan Panhwar,Independent,99,156331,6685,162888,299644,54.36 %,
3837,DADU-I (OLD DADU-II,NA-232,Shahid Ali Haidri,Independent,293,156331,6685,162888,299644,54.36 %,
3838,DADU-I (OLD DADU-II,NA-232,Shams Panhwar,Pakistan Peoples Party (Shaheed Bhutto),719,156331,6685,162888,299644,54.36 %,
3839,DADU-II(OLD DADU-III,NA-233,Dr Muzfar Hussain,Independent,144,179796,5477,185143,310078,67.50 %,
3840,DADU-II(OLD DADU-III,NA-233,MR.Aftab Ahmed Lakhiar,Independent,41,179796,5477,185143,310078,67.50 %,
3841,DADU-II(OLD DADU-III,NA-233,MR.Ayoub Chandio,MUTAHIDA DEENI MAHAZ,135,179796,5477,185143,310078,67.50 %,
3842,DADU-II(OLD DADU-III,NA-233,MR.Ferozuddin Narejo,Muttahida Qaumi Movement Pakistan,323,179796,5477,185143,310078,67.50 %,
3843,DADU-II(OLD DADU-III,NA-233,MR.Gul Hassan,Independent,176,179796,5477,185143,310078,67.50 %,
3844,DADU-II(OLD DADU-III,NA-233,MR.Imran Zafar Leghari,Pakistan Peoples Party Parliamentarians,110292,179796,5477,185143,310078,67.50 %,
3845,DADU-II(OLD DADU-III,NA-233,MR.Liaquat Ali Jatoi,Pakistan Muslim League (N),65181,179796,5477,185143,310078,67.50 %,
3846,DADU-II(OLD DADU-III,NA-233,MR.Mohammad Ashraf Solangi,Independent,203,179796,5477,185143,310078,67.50 %,
3847,DADU-II(OLD DADU-III,NA-233,MR.Sadaqat Ali Jatoi,Independent,131,179796,5477,185143,310078,67.50 %,
3848,DADU-II(OLD DADU-III,NA-233,MR.Shakeel Ahmed Tunio,Independent,9,179796,5477,185143,310078,67.50 %,
3849,DADU-II(OLD DADU-III,NA-233,MR.Zulfiquar Ali Khoso (RETIRED),Islami Inqalab Party,80,179796,5477,185143,310078,67.50 %,
3850,DADU-II(OLD DADU-III,NA-233,Syed Muzfar Ali Shah,Independent,122,179796,5477,185143,310078,67.50 %,
3851,DADU-II(OLD DADU-III,NA-233,Syed Safdar Ali Shah,Pakistan Muslim League (F),2571,179796,5477,185143,310078,67.50 %,
3852,SANGHAR-I,NA-234,Atta Shaikh Advocate,Muttahida Qaumi Movement Pakistan,3010,164531,4361,167984,281956,59.58 %,
3853,SANGHAR-I,NA-234,Faiz Alam Junejo,Independent,44,164531,4361,167984,281956,59.58 %,
3854,SANGHAR-I,NA-234,Faraz Dero,Independent,535,164531,4361,167984,281956,59.58 %,
3855,SANGHAR-I,NA-234,Fida Hussain Dero,Millat Party,0,164531,4361,167984,281956,59.58 %,
3856,SANGHAR-I,NA-234,Fida Hussain Dero,Pakistan Peoples Party Parliamentarians,65916,164531,4361,167984,281956,59.58 %,
3857,SANGHAR-I,NA-234,Haji Mohammad Islam Qureshi,Pakistan Muslim League,1275,164531,4361,167984,281956,59.58 %,
3858,SANGHAR-I,NA-234,Muhammad Ishaq,MUTAHIDA DEENI MAHAZ,2518,164531,4361,167984,281956,59.58 %,
3859,SANGHAR-I,NA-234,Muhammed Riaz,Independent,23,164531,4361,167984,281956,59.58 %,
3860,SANGHAR-I,NA-234,Nadeem,Independent,121,164531,4361,167984,281956,59.58 %,
3861,SANGHAR-I,NA-234,Naveed Dero,Independent,60,164531,4361,167984,281956,59.58 %,
3862,SANGHAR-I,NA-234,Naveed Dero,Millat Party,0,164531,4361,167984,281956,59.58 %,
3863,SANGHAR-I,NA-234,Pir Bux Junejo,Pakistan Muslim League (F),90787,164531,4361,167984,281956,59.58 %,
3864,SANGHAR-I,NA-234,Rana Rashid Ali Khan,Independent,28,164531,4361,167984,281956,59.58 %,
3865,SANGHAR-I,NA-234,Shahzad,Independent,214,164531,4361,167984,281956,59.58 %,
3866,SANGHAR-CUM-MIRPURKHAS-CUM-UMERKOT(OLD SANGHAR-II,NA-235,Devdas,Muttahida Qaumi Movement Pakistan,1617,138500,3912,141585,226448,62.52 %,
3867,SANGHAR-CUM-MIRPURKHAS-CUM-UMERKOT(OLD SANGHAR-II,NA-235,Dharmoon Mal,Independent,104,138500,3912,141585,226448,62.52 %,
3868,SANGHAR-CUM-MIRPURKHAS-CUM-UMERKOT(OLD SANGHAR-II,NA-235,Haji Taj Muhammad Khan,Independent,44,138500,3912,141585,226448,62.52 %,
3869,SANGHAR-CUM-MIRPURKHAS-CUM-UMERKOT(OLD SANGHAR-II,NA-235,Meer Hassan Dars,Pakistan Tehreek-e-Insaf,370,138500,3912,141585,226448,62.52 %,
3870,SANGHAR-CUM-MIRPURKHAS-CUM-UMERKOT(OLD SANGHAR-II,NA-235,Muhammad Iqbal Rajput,Independent,35,138500,3912,141585,226448,62.52 %,
3871,SANGHAR-CUM-MIRPURKHAS-CUM-UMERKOT(OLD SANGHAR-II,NA-235,Pir Sadaruddin Shah,Pakistan Muslim League (F),74062,138500,3912,141585,226448,62.52 %,
3872,SANGHAR-CUM-MIRPURKHAS-CUM-UMERKOT(OLD SANGHAR-II,NA-235,Qurat ul Ain Mari,Independent,37,138500,3912,141585,226448,62.52 %,
3873,SANGHAR-CUM-MIRPURKHAS-CUM-UMERKOT(OLD SANGHAR-II,NA-235,Shazia Marri,Pakistan Peoples Party Parliamentarians,62231,138500,3912,141585,226448,62.52 %,
3874,SANGHAR-II(OLD SNAGHAR-III,NA-236,Ghulam Murtaza Junejo,Independent,7,199225,5046,203494,331648,51.3 %,
3875,SANGHAR-II(OLD SNAGHAR-III,NA-236,Ghulam Zahid,Pakistan Tehreek-e-Insaf,1395,199225,5046,203494,331648,51.3 %,
3876,SANGHAR-II(OLD SNAGHAR-III,NA-236,Imamuddin Shaookeen,Pakistan Muslim League (F),85532,199225,5046,203494,331648,51.3 %,
3877,SANGHAR-II(OLD SNAGHAR-III,NA-236,Muhammad Asif Ansari,Independent,30,199225,5046,203494,331648,51.3 %,
3878,SANGHAR-II(OLD SNAGHAR-III,NA-236,Muhammad Ayoub,Muttahida Qaumi Movement Pakistan,10034,199225,5046,203494,331648,51.3 %,
3879,SANGHAR-II(OLD SNAGHAR-III,NA-236,Muhammad Azhar,Jamiat Ulama-e-Pakistan  (Noorani),41,199225,5046,203494,331648,51.3 %,
3880,SANGHAR-II(OLD SNAGHAR-III,NA-236,Muhammad Shakil,Independent,17,199225,5046,203494,331648,51.3 %,
3881,SANGHAR-II(OLD SNAGHAR-III,NA-236,Naveed Dero,Independent,25,199225,5046,203494,331648,51.3 %,
3882,SANGHAR-II(OLD SNAGHAR-III,NA-236,Roshan Din Junejo,Pakistan Peoples Party Parliamentarians,100906,199225,5046,203494,331648,51.3 %,
3883,SANGHAR-II(OLD SNAGHAR-III,NA-236,Salah ud Din,Independent,46,199225,5046,203494,331648,51.3 %,
3884,SANGHAR-II(OLD SNAGHAR-III,NA-236,Shahid Khan,Independent,231,199225,5046,203494,331648,51.3 %,
3885,THATTA-I,NA-237,Abdul Wahid Soomro,Independent,75,199886,11209,210795,362768,58.10 %,
3886,THATTA-I,NA-237,Altaf Hussain Shah alias Haji Murad Ali Shah AmirK,Independent,37,199886,11209,210795,362768,58.10 %,
3887,THATTA-I,NA-237,Ghulam Hussain Alias Babu,Independent,151,199886,11209,210795,362768,58.10 %,
3888,THATTA-I,NA-237,Ghulam Mohammed Khushik,Muttahida Qaumi Movement Pakistan,2985,199886,11209,210795,362768,58.10 %,
3889,THATTA-I,NA-237,Mahar Ali Shah,Independent,102,199886,11209,210795,362768,58.10 %,
3890,THATTA-I,NA-237,Marvi Memon,Pakistan Muslim League (N),23598,199886,11209,210795,362768,58.10 %,
3891,THATTA-I,NA-237,Mohammed Bux Lashari Baloch,All Pakistan Muslim League,160,199886,11209,210795,362768,58.10 %,
3892,THATTA-I,NA-237,Mohammed Yousif Dharo,Balochistan National Party,101,199886,11209,210795,362768,58.10 %,
3893,THATTA-I,NA-237,Muhammad Serwer Jokhio,Independent,337,199886,11209,210795,362768,58.10 %,
3894,THATTA-I,NA-237,Mumtaz Ali Jalbani,Independent,55,199886,11209,210795,362768,58.10 %,
3895,THATTA-I,NA-237,Sadiq Ali Memon,Pakistan Peoples Party Parliamentarians,86746,199886,11209,210795,362768,58.10 %,
3896,THATTA-I,NA-237,Shamsu-un-Nisa,Independent,341,199886,11209,210795,362768,58.10 %,
3897,THATTA-I,NA-237,Syed Ayaz Ali Shah,Independent,953,199886,11209,210795,362768,58.10 %,
3898,THATTA-I,NA-237,Syed Fazalullah Shah,Pakistan Tehreek-e-Insaf,1080,199886,11209,210795,362768,58.10 %,
3899,THATTA-I,NA-237,Syed Riaz Hussain Shah Sheerazi,Independent,83055,199886,11209,210795,362768,58.10 %,
3900,THATTA-I,NA-237,Syed Tanveer Hyder Shah Sherazi,Independent,110,199886,11209,210795,362768,58.10 %,
3901,THATTA-II,NA-238,Abdul Rehman Mallah,Independent,3302,178671,8943,185161,305732,60.56 %,
3902,THATTA-II,NA-238,Aslam Malkani,Independent,161,178671,8943,185161,305732,60.56 %,
3903,THATTA-II,NA-238,Fahmida Shah Bukhari,Muttahida Qaumi Movement Pakistan,1135,178671,8943,185161,305732,60.56 %,
3904,THATTA-II,NA-238,Haji Muhammad Usman Malkani,Independent,461,178671,8943,185161,305732,60.56 %,
3905,THATTA-II,NA-238,Mufti Nazir Ahmed Umrani,Jamiat Ulama-e-Islam (F),2635,178671,8943,185161,305732,60.56 %,
3906,THATTA-II,NA-238,Muhammad Ali alias Ghulam Hussain,Independent,1969,178671,8943,185161,305732,60.56 %,
3907,THATTA-II,NA-238,Rameez u din Memon,Pakistan Peoples Party Parliamentarians,79181,178671,8943,185161,305732,60.56 %,
3908,THATTA-II,NA-238,Rustam Khan Mahar,Independent,299,178671,8943,185161,305732,60.56 %,
3909,THATTA-II,NA-238,Syed Ayaz Ali Shah Sheerazi,Independent,88954,178671,8943,185161,305732,60.56 %,
3910,THATTA-II,NA-238,Syed Pir Ghulam Rehmani shah,Independent,322,178671,8943,185161,305732,60.56 %,
3911,THATTA-II,NA-238,Syed Shafqat Hussain Shah Sheerazi,Independent,252,178671,8943,185161,305732,60.56 %,
3912,KARACHI-I,NA-239,Abdul Hameed,MUTAHIDA DEENI MAHAZ,6689,152294,1605,153596,373762,41.12 %,
3913,KARACHI-I,NA-239,Abdul Qadir,Independent,1157,152294,1605,153596,373762,41.12 %,
3914,KARACHI-I,NA-239,Abdul Qadir Patel,Pakistan Peoples Party Parliamentarians,27814,152294,1605,153596,373762,41.12 %,
3915,KARACHI-I,NA-239,Afshan Aman,Independent,84,152294,1605,153596,373762,41.12 %,
3916,KARACHI-I,NA-239,Akhtar Mohammad,Jamaat-e-Islami Pakistan,6939,152294,1605,153596,373762,41.12 %,
3917,KARACHI-I,NA-239,Ali Akbar,Independent,285,152294,1605,153596,373762,41.12 %,
3918,KARACHI-I,NA-239,Asif Aziz,Independent,41,152294,1605,153596,373762,41.12 %,
3919,KARACHI-I,NA-239,Attaurehman Khan,Independent,84,152294,1605,153596,373762,41.12 %,
3920,KARACHI-I,NA-239,Fakharul Hassan,Jamiat Ulama-e-Islam (F),20954,152294,1605,153596,373762,41.12 %,
3921,KARACHI-I,NA-239,Ghulam Mohammad Bangulani,Independent,97,152294,1605,153596,373762,41.12 %,
3922,KARACHI-I,NA-239,Gul Mohammad Afridi,Independent,481,152294,1605,153596,373762,41.12 %,
3923,KARACHI-I,NA-239,Imran Khan Brohi,Independent,154,152294,1605,153596,373762,41.12 %,
3924,KARACHI-I,NA-239,Jameel Shah,Independent,193,152294,1605,153596,373762,41.12 %,
3925,KARACHI-I,NA-239,Mohammad Ameer Tariq,Independent,95,152294,1605,153596,373762,41.12 %,
3926,KARACHI-I,NA-239,Mohammad Ashfaque,Tehreek-e-Suba Hazara,212,152294,1605,153596,373762,41.12 %,
3927,KARACHI-I,NA-239,Mohammad Hussain,Pakistan Muslim League (Sher-e-Bangal),997,152294,1605,153596,373762,41.12 %,
3928,KARACHI-I,NA-239,Mohammad Khalid,Independent,437,152294,1605,153596,373762,41.12 %,
3929,KARACHI-I,NA-239,Mohammad Salman Khan Baloch,Muttahida Qaumi Movement Pakistan,39251,152294,1605,153596,373762,41.12 %,
3930,KARACHI-I,NA-239,Mohammad Usman,Pashtoonkhwa Milli Awami Party,400,152294,1605,153596,373762,41.12 %,
3931,KARACHI-I,NA-239,Mohammad Younus,Independent,3789,152294,1605,153596,373762,41.12 %,
3932,KARACHI-I,NA-239,Nusra Kamran,Independent,19,152294,1605,153596,373762,41.12 %,
3933,KARACHI-I,NA-239,Qadir Khan Mandokhail,Independent,612,152294,1605,153596,373762,41.12 %,
3934,KARACHI-I,NA-239,Sarfaraz Khan Jadoon,Awami National Party,6394,152294,1605,153596,373762,41.12 %,
3935,KARACHI-I,NA-239,Sher Afzal Khan,Independent,675,152294,1605,153596,373762,41.12 %,
3936,KARACHI-I,NA-239,Subhan Ali,Pakistan Tehreek-e-Insaf,34408,152294,1605,153596,373762,41.12 %,
3937,KARACHI-I,NA-239,Umer Gul,Independent,33,152294,1605,153596,373762,41.12 %,
3938,KARACHI-II,NA-240,Abid Hussain Sathi,Millat Party,0,161602,1539,163135,287170,56.80 %,
3939,KARACHI-II,NA-240,Abid Hussain Sathi,Pakistan Peoples Party Parliamentarians,19360,161602,1539,163135,287170,56.80 %,
3940,KARACHI-II,NA-240,Fazal Ahad,Independent,38,161602,1539,163135,287170,56.80 %,
3941,KARACHI-II,NA-240,Hafiz Gul Sher,Pakistan Sunni Tehreek,1084,161602,1539,163135,287170,56.80 %,
3942,KARACHI-II,NA-240,Kabir Ahmed Sher,Awami National Party,1246,161602,1539,163135,287170,56.80 %,
3943,KARACHI-II,NA-240,Molana Taj Muhammad Hanfi,MUTAHIDA DEENI MAHAZ,10784,161602,1539,163135,287170,56.80 %,
3944,KARACHI-II,NA-240,Mufti Faizul Haq,Jamiat Ulama-e-Islam (F),6024,161602,1539,163135,287170,56.80 %,
3945,KARACHI-II,NA-240,Muhammad Aslam Khan,Tehreek-e-Itehad Pakistan.,376,161602,1539,163135,287170,56.80 %,
3946,KARACHI-II,NA-240,Muhammad Nawaz Khan Niazi,Independent,10784,161602,1539,163135,287170,56.80 %,
3947,KARACHI-II,NA-240,Muhammad Tahseen Qureshi,Independent,135,161602,1539,163135,287170,56.80 %,
3948,KARACHI-II,NA-240,Naz Baloch,Pakistan Tehreek-e-Insaf,21096,161602,1539,163135,287170,56.80 %,
3949,KARACHI-II,NA-240,Sohail Mansoor Khawaja,Muttahida Qaumi Movement Pakistan,87805,161602,1539,163135,287170,56.80 %,
3950,KARACHI-II,NA-240,Syed Attaullah Shah,Jamaat-e-Islami Pakistan,4222,161602,1539,163135,287170,56.80 %,
3951,KARACHI-II,NA-240,Zia Watan Dost,Pashtoonkhwa Milli Awami Party,161,161602,1539,163135,287170,56.80 %,
3952,KARACHI-III,NA-241,Abdul Razzaq,Independent,282,163098,968,165431,312861,52.87 %,
3953,KARACHI-III,NA-241,Ali Afsar Tanoli,Tehreek-e-Suba Hazara,101,163098,968,165431,312861,52.87 %,
3954,KARACHI-III,NA-241,Ali Ahmed,Millat Party,0,163098,968,165431,312861,52.87 %,
3955,KARACHI-III,NA-241,Ali Ahmed,Pakistan Peoples Party Parliamentarians,3361,163098,968,165431,312861,52.87 %,
